cid,corpname,corpurl,address,category,PR,web,gyoshu,jigyou,torikumi
165,国際ビルサービス株式会社,company_info.html?id=11,横浜市港北区新横浜2-5-1日総第13ビル 7F・9F,サービス,,http://www.kbs-bm.co.jp,サービス,今後、ますます複雑化する建物の維持管理業務に対応すべく、その業務範囲は、設備・清掃・警備のみならず、受付案内、客室清掃、駐車場管理、マンション管理、修繕工事など、「プロの技術で快適な環境づくり」のスローガンのもと全ての分野で事業展開しております。,
166,株式会社ココラボ,company_info.html?id=39,横浜市神奈川区大口仲町108,製造,私たちは印刷会社です。でもただの印刷会社ではありません。誰もが協力し合える社会になるように対話を大切にし、ひとりひとりに寄り添い、コトづくりモノづくりを通して豊かな未来を創っていく会社です。  CSRを経営戦略とし、社会課題の解決と企業経営が両立していくように、広くCSRの概念が普及していくことを願い、啓発活動を行なっています。,https://cocollabo.jp/,製造,(1)アート・クリエイティブ関連印刷物の制作・製造 (2)広報紙の企画・編集・製造(CSR支援含む) (3)ソーシャルマーケティングの企画提案 ,〇幼児向け防災マニュアル「ぼうさいえほん」を市内幼稚園、保育園、子育て拠点、特別支援校などにのべ17万9千人に無償配布 〇横浜のキャリア教育「自分づくり教育」をより推進するための「はまっ子未来カンパニープロジェクト」に初年度から参加。3つの小学校の授業に参画しています 〇子どもへの暴力防止プログラ「CAP」を地元小学校に毎年プレゼントしています
167,小島造園株式会社,company_info.html?id=289,横浜市瀬谷区中屋敷２丁目３１番地の４,造園,,http://www.kojimazoen.co.jp,造園,,
168,小雀建設株式会社,company_info.html?id=135,横浜市戸塚区小雀町129-3,建設,,http://www.kosuzume.co.jp,建設,,
169,株式会社小林園,company_info.html?id=136,横浜市瀬谷区阿久和南二丁目17番地2,造園,,http://www3.hp-ez.com/hp/kobayasien/page1,造園,,
170,株式会社小俣組,company_info.html?id=137,横浜市南区新川町5-28,建設,当社は大正11年創業、横浜の総合建設会社です!創業以来、横浜の歴史的建造物をはじめ、大学、図書館、オフィスビルなど様々なジャンルの建築工事や、橋、道路、下水道等の土木工事を数多く手がけてきました。 また、平成16年4月からは新たに、介護付有料老人ホーム「サニーステージ」の運営をスタート。現在、横浜市(5施設)横須賀市(2施設)大和市(1施設)東京都(2施設) 合計10施設の運営をしております! ,https://www.komatagumi.co.jp,建設,建築物の設計及び施工請負並びに土木構造物の施工請負に関する業務 不動産の売買・賃貸・管理・仲介等の取引に関する業務 介護付有料老人ホーム経営,会社近隣の清掃活動、社員総出での海の公園(横浜市金沢区)の清掃活動、地域の安全のための青色防犯パトロールの実施、日本赤十字社に協力を頂いての献血の実施、学生さんに建築業に興味を持ってもらうための現場見学会、インターンシップなどを行っています。
171,株式会社小松工業,company_info.html?id=374,横浜市瀬谷区下瀬谷1-31-10,建設,,,建設,建設業,
172,株式会社コーケン,company_info.html?id=257,横浜市金沢区鳥浜町12-7,建設,,https://www.paint-kohken.co.jp,建設,弊社はブラスト工事業から創業し、下水道施設の防食工事、橋りょうの塗装等社会インフラの補修を中心に30年以上にわたる社会貢献を通じて成長してまいりました。大規模構造物の補修が中心ですが地域の公園、学校、共同住宅の塗装等比較的小規模な工事も請け負っております。また近年では鉛やアスベスト等有害物の除去等環境対策にも取り組んでおります。今後も規模の大小問わず地域社会に貢献し続けてまいります。,
173,株式会社五常,company_info.html?id=258,横浜市金沢区福浦1-15-13,電気工事・ガス,,http://www.gojo-jp.com,電気工事・ガス,◆各種電気工事全般及び空調・計装工事 ◆高圧受変電設備 設計・施工及び保守点検 ◆制御盤・自動装置 設計・施工及びメンテナンス ◆交直流電動発電機及び重電機器 修理・販売 ◆リサイクル関連機械等 設計・製作・設置及びメンテナンス,
174,ゴールデン文具株式会社,company_info.html?id=456,横浜市南区中里1-9-29,小売り・卸,,http://www.golden.co.jp/,小売り・卸,外商本部では文具・事務用品・事務機器・オフィス家具・コンピュータ関連機器などの販売を含めたソリューション提供を致しております。 桜木町本店は、書道用品専門店です。プロユースはもちろん、書道愛好家の方にも安心してお買い求めいただけるような商品の品揃えと、商品知識豊富な販売員が皆様のご来店をお待ちいたしております。,
175,株式会社サカエテック,company_info.html?id=439,横浜市磯子区栗木二丁目31-12,建設,創業60年を迎える弊社は、水回りから・建物修繕まで幅広く対応しております。よく修繕や改修は壊れてからと、のお客様が多く見受けられますが、近年は特に集合住宅での階下漏水によるトラブルが増加傾向にあります。弊社は長年培った集合住宅のメインテナンスの経験により様々な角度からご提案できると思います。ご不明・ご不安点等ございましたら、是非ご相談頂きたいと思います。何かヒントが見つかると思います。 また、近年新型コロナウイルスによる感染予防策とし、従業員及び協力業者には毎朝体温・健康状態のチェックリストの記入を徹底,http://sakaetech.sun.bindcloud.jp/index.html,建設,水道工事 下水工事 リフォーム 電気工事 土木工事,緊急時に24リットルの飲料水を床下に貯水できる緊急貯水システムを販売・施工しております。(戸建専用) 日々の飲料水の購入・買換え等の手間が掛からないので、ご高齢の方にはお勧めです。 また弊社では横浜市内お住まいの方には年1回の点検・使用説明を無償で行ってますので、使い方を忘れてしまいご不安な方にも安心です。 会社ショールームに展示品がありますので是非おいでください。  
176,株式会社サカクラ,company_info.html?id=331,横浜市磯子区岡村7-35-16,建設,,http://www.sakakura-kk.co.jp,建設,マンションを中心とした建築物を総合的に行う大規模修繕工事を主な事業内容とします。 営業エリアは地元横浜を中心に神奈川県・東京都内の工事が 多数を占めています。 建物は、マンション以外にも公共的な建物（学校等）・商業施設・橋りょう・ホテル等町のシンブル的な建物を数多く施工しております。,
177,株式会社坂口工務店,company_info.html?id=509,横浜市旭区市沢町852番地6,建設,,https://www.sakaguchi-web.co.jp/,建設,建設業(新築、増改築、リフォーム全般、公共工事),
